team_name,week,player_name,player_position,player_team,lineup_position,fantasy_points,player_key
Zeke Virus,16,Justin Herbert,QB,LAC,QB,17.72,399.p.32676
Zeke Virus,16,Tyler Lockett,WR,Sea,WR,7.4,399.p.28457
Zeke Virus,16,Cooper Kupp,WR,LAR,WR,14.6,399.p.30182
Zeke Virus,16,Ezekiel Elliott,RB,Dal,RB,17.9,399.p.29238
Zeke Virus,16,Wayne Gallman Jr.,RB,NYG,RB,7.3,399.p.30253
Zeke Virus,16,Jonnu Smith,TE,Ten,TE,12.0,399.p.30213
Zeke Virus,16,Keke Coutee,WR,Hou,W/R/T,10.4,399.p.31073
Zeke Virus,16,T.Y. Hilton,WR,Ind,W/R/T,9.0,399.p.25802
Zeke Virus,16,Mike Williams,WR,LAC,BN,9.4,399.p.30120
Zeke Virus,16,Corey Davis,WR,Ten,BN,0.0,399.p.30118
Zeke Virus,16,Evan Engram,TE,NYG,BN,14.0,399.p.30136
Zeke Virus,16,Myles Gaskin,RB,Mia,BN,33.9,399.p.32066
Zeke Virus,16,Brandin Cooks,WR,Hou,BN,27.1,399.p.27548
Zeke Virus,16,Todd Gurley II,RB,Atl,BN,8.0,399.p.28398
Zeke Virus,16,Matt Ryan,QB,Atl,BN,21.9,399.p.8780
Zeke Virus,16,Harrison Butker,K,KC,K,7.0,399.p.30346
Zeke Virus,16,Los Angeles,DEF,LAR,DEF,6.0,399.p.100014
Zeke Virus,16,Tampa Bay,DEF,TB,BN,12.0,399.p.100027
3HeadedATK,16,Kirk Cousins,QB,Min,QB,26.64,399.p.25812
3HeadedATK,16,Tyler Boyd,WR,Cin,WR,0.0,399.p.29288
3HeadedATK,16,JuJu Smith-Schuster,WR,Pit,WR,24.6,399.p.30175
3HeadedATK,16,Nick Chubb,RB,Cle,RB,17.6,399.p.31005
3HeadedATK,16,Jonathan Taylor,RB,Ind,RB,19.4,399.p.32711
3HeadedATK,16,Darren Waller,TE,LV,TE,16.2,399.p.28592
3HeadedATK,16,Julio Jones,WR,Atl,W/R/T,0.0,399.p.24793
3HeadedATK,16,James Robinson,RB,Jax,W/R/T,0.0,399.p.33138
3HeadedATK,16,Tom Brady,QB,TB,BN,33.92,399.p.5228
3HeadedATK,16,James Conner,RB,Pit,BN,17.5,399.p.30218
3HeadedATK,16,Kenny Golladay,WR,Det,BN,0.0,399.p.30209
3HeadedATK,16,Zack Moss,RB,Buf,BN,12.7,399.p.32756
3HeadedATK,16,Noah Fant,TE,Den,BN,12.5,399.p.31852
3HeadedATK,16,Marquise Brown,WR,Bal,BN,12.5,399.p.31857
3HeadedATK,16,Michael Badgley,K,LAC,K,14.0,399.p.31366
3HeadedATK,16,Robbie Gould,K,SF,BN,2.0,399.p.7520
3HeadedATK,16,Kansas City,DEF,KC,DEF,7.0,399.p.100012
3HeadedATK,16,Denver,DEF,Den,BN,3.0,399.p.100007
Big Bucs No Whammies,16,Kyler Murray,QB,Ari,QB,16.38,399.p.31833
Big Bucs No Whammies,16,Stefon Diggs,WR,Buf,WR,41.5,399.p.28534
Big Bucs No Whammies,16,Mike Evans,WR,TB,WR,40.1,399.p.27535
Big Bucs No Whammies,16,Derrick Henry,RB,Ten,RB,9.8,399.p.29279
Big Bucs No Whammies,16,J.D. McKissic,RB,Was,RB,23.2,399.p.29650
Big Bucs No Whammies,16,Rob Gronkowski,TE,TB,TE,19.8,399.p.24017
Big Bucs No Whammies,16,Adam Thielen,WR,Min,W/R/T,23.7,399.p.27277
Big Bucs No Whammies,16,Cole Beasley,WR,Buf,W/R/T,4.7,399.p.26060
Big Bucs No Whammies,16,Eric Ebron,TE,Pit,BN,15.7,399.p.27538
Big Bucs No Whammies,16,Nyheim Hines,RB,Ind,BN,11.4,399.p.31074
Big Bucs No Whammies,16,Latavius Murray,RB,NO,BN,12.6,399.p.26804
Big Bucs No Whammies,16,Cam Newton,QB,NE,BN,9.76,399.p.24788
Big Bucs No Whammies,16,Keelan Cole Sr.,WR,Jax,BN,5.6,399.p.30396
Big Bucs No Whammies,16,Cole Kmet,TE,Chi,BN,3.5,399.p.32713
Big Bucs No Whammies,16,Joey Slye,K,Car,K,2.0,399.p.32384
Big Bucs No Whammies,16,Aldrick Rosas,K,Jax,BN,5.0,399.p.29949
Big Bucs No Whammies,16,Houston,DEF,Hou,DEF,-4.0,399.p.100034
Big Bucs No Whammies,16,New Orleans,DEF,NO,BN,1.0,399.p.100018
Birds Like I'm Julio,16,Patrick Mahomes,QB,KC,QB,22.22,399.p.30123
Birds Like I'm Julio,16,Justin Jefferson,WR,Min,WR,14.5,399.p.32692
Birds Like I'm Julio,16,DeVante Parker,WR,Mia,WR,0.0,399.p.28402
Birds Like I'm Julio,16,Jamaal Williams,RB,GB,RB,0.0,399.p.30247
Birds Like I'm Julio,16,DeAndre Washington,RB,Mia,RB,0.0,399.p.29377
